source,lun_bawang,english,type
longsemadoh.wordpress.com,pawa’,a few,word
longsemadoh.wordpress.com,manged,many,word
longsemadoh.wordpress.com,sesuut,a few,word
longsemadoh.wordpress.com,sebuleng,alone,word
longsemadoh.wordpress.com,negku,accompany (me)-pebaya,word
longsemadoh.wordpress.com,maya’ negku,follow me,word
longsemadoh.wordpress.com,pa’ atun,in front,word
longsemadoh.wordpress.com,pa’ puet,behind,word
longsemadoh.wordpress.com,ketacan,left behind,word
longsemadoh.wordpress.com,kudeng,if,word
longsemadoh.wordpress.com,kareb,when,word
longsemadoh.wordpress.com,anun,what,word
longsemadoh.wordpress.com,sapeh,which,word
longsemadoh.wordpress.com,ide’,who,word
longsemadoh.wordpress.com,ngudeh,why,word
longsemadoh.wordpress.com,"kudeng iko ame tunge, nguit uko’ midih","If you come, bring along your dog",sentence
longsemadoh.wordpress.com,ui mare kali nemu kareb ui pangeh temina’,I will tell you when I am ready,sentence
longsemadoh.wordpress.com,Sapeh diko dih?,Which one is yours?,sentence
longsemadoh.wordpress.com,Yapeh rurum kidih?,Where is my friend?,sentence
longsemadoh.wordpress.com,ide’ yeneh?,who is that?,word
longsemadoh.wordpress.com,ngudeh iko nangi’?,why are you crying?,sentence
longsemadoh.wordpress.com,aleg nuso nuba’ ineh,Don’t waste the food,sentence
longsemadoh.wordpress.com,kuman nuba’ ineh,Eat the food,sentence
longsemadoh.wordpress.com,Nuba’ ineh kanen,The food is to be eaten,sentence
longsemadoh.wordpress.com,Ieh nekuman nuba’ dih,He ate the food,sentence
longsemadoh.wordpress.com,Ieh pangeh nekuman nuba’ dih,He has eaten the food already,sentence
longsemadoh.wordpress.com,Ui nepapu’ neneh malem ina.Ieh pelaba dat niat/melaso niat,I met him last night. He was very sad,sentence
longsemadoh.wordpress.com,Ui nengubuk niatneh,I comforted him,sentence
longsemadoh.wordpress.com,Iamo ieh ungeng mo’,But he was very quiet,sentence
longsemadoh.wordpress.com,remuat abpa matehneh,Some tears drop from his eyes,sentence
longsemadoh.wordpress.com,ngudeh ieh melaso niat?,Why was he sad?,sentence
longsemadoh.wordpress.com,rurum decur nidih nenecan neneh,His girl friend left him,sentence
longsemadoh.wordpress.com,ngudeh rurum nidih nenecan neneh?,Why did the girl friend left him?,sentence
longsemadoh.wordpress.com,"Ah, mula’ teh decur libut tau kelem",Ah! there are plenty of girls around,sentence
longsemadoh.wordpress.com,Ui pian ninger nemu peburi,I want to hear you speak,sentence
longsemadoh.wordpress.com,Ara’ ui ninger nemu peburi,I don’t want to hear you speak,sentence
longsemadoh.wordpress.com,Na iko ni mileh peburi,You don’t know how to speak,sentence
longsemadoh.wordpress.com,Ide mala ui na miak peburi?,Who say I cannot speak?,sentence
longsemadoh.wordpress.com,Ui merot kelem.Iko do ileh peburi,I am joking!You can speak well,sentence
longsemadoh.wordpress.com,met uluh,headache,word
longsemadoh.wordpress.com,met batek,stomachache,word
longsemadoh.wordpress.com,met kated,backache,word
longsemadoh.wordpress.com,met,pain,word
longsemadoh.wordpress.com,met,sick,word
longsemadoh.wordpress.com,meliput,wild,word
longsemadoh.wordpress.com,melayo,tame,word
longsemadoh.wordpress.com,mesangit,fierce,word
longsemadoh.wordpress.com,mesido’/mana’,proud,word
longsemadoh.wordpress.com,mebeneh niat,humble,word
longsemadoh.wordpress.com,migu’,shy,word
longsemadoh.wordpress.com,mekuu’,brave,word
longsemadoh.wordpress.com,Iko mesido’,you are very proud,word
longsemadoh.wordpress.com,Iko pelaba mebeneh niat,You are too humble,sentence
longsemadoh.wordpress.com,Aleg migu’,Don’t be shy please,word
longsemadoh.wordpress.com,Ieh pelaba’ mekuu’,He is very brave,sentence
longsemadoh.wordpress.com,uluh,head,word
longsemadoh.wordpress.com,abpuk,hair,word
longsemadoh.wordpress.com,madu’,forehead,word
longsemadoh.wordpress.com,icung,nose,word
longsemadoh.wordpress.com,lalid,ear,word
longsemadoh.wordpress.com,mateh,eyes,word
longsemadoh.wordpress.com,dier,neck,word
longsemadoh.wordpress.com,bibir,lips,word
longsemadoh.wordpress.com,tang,mouth,word
longsemadoh.wordpress.com,lipen,tooth,word
longsemadoh.wordpress.com,dila’,tongue,word
longsemadoh.wordpress.com,bulu mateh,eyebrow,word
longsemadoh.wordpress.com,adaa’,chin,word
longsemadoh.wordpress.com,ticu’,hand,word
longsemadoh.wordpress.com,siku,elbow,word
longsemadoh.wordpress.com,palad ticu,palm,word
longsemadoh.wordpress.com,langen,arm,word
longsemadoh.wordpress.com,bua’ ticu’,finger,word
longsemadoh.wordpress.com,lisun,finger nail,word
longsemadoh.wordpress.com,liang ilek,arm pit,word
longsemadoh.wordpress.com,kated,back,word
longsemadoh.wordpress.com,tudung,shoulder,word
longsemadoh.wordpress.com,ruuk,chest,word
longsemadoh.wordpress.com,batek,stomach,word
longsemadoh.wordpress.com,puet,buttock,word
longsemadoh.wordpress.com,tipan,tigh,word
longsemadoh.wordpress.com,aleb,knee,word
longsemadoh.wordpress.com,kukud,leg,word
longsemadoh.wordpress.com,bua’ kukud,toe,word
longsemadoh.wordpress.com,dapar,foot,word
longsemadoh.wordpress.com,bangkil,ankle,word
longsemadoh.wordpress.com,niat,heart,word
longsemadoh.wordpress.com,bued,spring,word
longsemadoh.wordpress.com,ulun,life,word
longsemadoh.wordpress.com,abpa’,water,word
longsemadoh.wordpress.com,arur,stream,word
longsemadoh.wordpress.com,paru’,brook,word
longsemadoh.wordpress.com,takung,lake/pond,word
longsemadoh.wordpress.com,lengayan,footprints,word
longsemadoh.wordpress.com,lisangen,junction,word
longsemadoh.wordpress.com,dalan,road/path,word
longsemadoh.wordpress.com,misu’/isu’,change,word
longsemadoh.wordpress.com,mepad,unchange,word
longsemadoh.wordpress.com,ruked-ruked,forever,word
longsemadoh.wordpress.com,meruked,everlasting,word
longsemadoh.wordpress.com,sigageh,temporary,word
longsemadoh.wordpress.com,puun-puun/rat puun,beginning,word
longsemadoh.wordpress.com,peped/,end,word
longsemadoh.wordpress.com,kekiped,the end,word
longsemadoh.wordpress.com,ubur/ngubur,praise,word
longsemadoh.wordpress.com,buren/ruen ngubur,to be praised,word
longsemadoh.wordpress.com,anak rapid,twins,word
longsemadoh.wordpress.com,anak mate,orphan,word
longsemadoh.wordpress.com,lazy,mekupe very lazy-ba kupe,word
longsemadoh.wordpress.com,sigapung,hide,word
longsemadoh.wordpress.com,mock/taunt,situnga,word
longsemadoh.wordpress.com,silepu,pretend to faint,word
longsemadoh.wordpress.com,sidaat,pretend to be bad/poor/sick,word
longsemadoh.wordpress.com,siate,pretend to die,word
longsemadoh.wordpress.com,raga,cost,word
longsemadoh.wordpress.com,costly,meraga,word
longsemadoh.wordpress.com,boast,sido’,word
longsemadoh.wordpress.com,boastful,mesido’,word
longsemadoh.wordpress.com,Meru’,wash,word
longsemadoh.wordpress.com,meru’ ticu’,wash the hands,word
longsemadoh.wordpress.com,merapang,worry or being worried,word
longsemadoh.wordpress.com,congested,meringu’,word
longsemadoh.wordpress.com,confused,meraruh trawe,word
longsemadoh.wordpress.com,selfish,meremen,word
longsemadoh.wordpress.com,mering,a bamboo implement use to trap fish,word
longsemadoh.wordpress.com,masang,"fixing, switch on",word
longsemadoh.wordpress.com,sell,masui,word
longsemadoh.wordpress.com,chase away,masut,word
longsemadoh.wordpress.com,marat,to build something on stilt/platform,word
longsemadoh.wordpress.com,LUN BAWANG,ENGLISH,word
longsemadoh.wordpress.com,miak /miak ngenau’ luk ruen,Able,sentence
longsemadoh.wordpress.com,about- ratnan,about something,word
longsemadoh.wordpress.com,naba,Add,word
longsemadoh.wordpress.com,lun luk rayeh,adult,sentence
longsemadoh.wordpress.com,mada’,advise,word
longsemadoh.wordpress.com,metoot,afraid,word
longsemadoh.wordpress.com,umur,age,word
longsemadoh.wordpress.com,idi,and,word
longsemadoh.wordpress.com,useh,anger,word
longsemadoh.wordpress.com,melikat,angel,word
longsemadoh.wordpress.com,idih,around,word
longsemadoh.wordpress.com,mudur/tuped/umak,arise,word
longsemadoh.wordpress.com,macing/mecing,arrive,word
longsemadoh.wordpress.com,acing/ecing,arrival,word
longsemadoh.wordpress.com,ui,i,word
longsemadoh.wordpress.com,iko,you,word
longsemadoh.wordpress.com,for 2 persons,we- tau( a number of persons) / kiteh,sentence
longsemadoh.wordpress.com,e.g Ui pian kuman,I want to eat,sentence
longsemadoh.wordpress.com,iko mileh,you are clever,word
longsemadoh.wordpress.com,Do’ tau ame’ kuman,Better we go to eat,sentence
longsemadoh.wordpress.com,Ame’ kiteh,we go,word
longsemadoh.wordpress.com,Ide’ ideh neh?,who are they?,sentence
longsemadoh.wordpress.com,bad,do’ (good)- daat,word
longsemadoh.wordpress.com,rayeh (big)- isut,small,sentence
longsemadoh.wordpress.com,baneh(short)-dita,tall,word
longsemadoh.wordpress.com,Kemu'(short)-Kadang,long,word
longsemadoh.wordpress.com,buda'(white)-item,black,word
longsemadoh.wordpress.com,mebuda'(white)-mitem,black,word
longsemadoh.wordpress.com,Meriruh(laugh)-nangi,cry,word
longsemadoh.wordpress.com,uko’,Dog,word
longsemadoh.wordpress.com,laal,chicken,word
longsemadoh.wordpress.com,berek,pig,word
longsemadoh.wordpress.com,kuir,leapord,word
longsemadoh.wordpress.com,labo puur,squirrel,word
longsemadoh.wordpress.com,labo,mouse/rat,word
longsemadoh.wordpress.com,buayeh,crocodile,word
longsemadoh.wordpress.com,menelen,python,word
longsemadoh.wordpress.com,becuk,short tail monkey,word
longsemadoh.wordpress.com,kuyad,long tail monkey,word
longsemadoh.wordpress.com,beruang,bear,word
mortensen2021,Ali-ali lek maya’ tengeb Padian ineh.,"Along the banks of the Brunei River, silence reigned.",sentence
mortensen2021,"“Bura’ peh ali inih?” ki Tuk Pelanuk. Lapen iTuk Pelanuk peh lek sigup nidih em, uten neh peh ieh em, telika rebpun ngepub terutung bang lubang dih meh lek ineh. Serebpu’ peh em, riek-riek meh ieh ku rebpun sigup nidih. Kian, ba peh lek ut nidih lek, meriek peh ieh em, but-but meh lek etut neh.","“Why is it so quiet here?” Mouse-deer wondered. He took his cigarette and smoked it, the smoke resembling that from smoking a porcupine in a hole. Occasionally, he would cough from the smoke. Who knows, perhaps he smoked so much that he coughed and farted.",sentence
mortensen2021,"“Aa-hah! Emé’ uih ngukut bua’ emel dai’ dayeh em,” ki Tuk Pelanuk. Lawé keneh peh em, na seburur meh lun mepapu’ neh.* “Ii, iné’ iapeh lek lun inih, na papu’ kinih lek,” ki Tuk Pelanuk.","“Aha! I’ll go and scratch the emel fruit upriver,” said Mouse-deer. As he journeyed, he did not meet so much as a single other person. “Hey, where could everyone have gone? I haven’t seen anyone,” said Mouse-deer.",sentence
mortensen2021,"Iuk peh lek lawé neh emé’ dai’ dayeh, dui, ria’ria’ lek dulun. “Ngudeh lek ideh ineh lek?3”","As he advanced upriver, oh, dear, there came the sound of a tumult. “What could they be",sentence
mortensen2021,"keburi’ Tuk Pelanuk ineh, gang-gang emé’ dai’ dayeh.","doing?” said Mouse-deer, walking hurriedly upriver.",sentence
mortensen2021,"Emé’ ieh em, edui, tetem-tetem teh lek tipan iSapi’ bang tang iBuayeh. Papu’ neh dawa’ pung.","“Say, what’s Crocodile doing to Cow?” said Mouse-deer.",sentence
mortensen2021,"“Ii, kudan iBuayeh iSapi’ ineh?” ki Tuk Pelanuk.","“Oh, Crocodile wants to eat one side of Cow’s thigh,” the animals said.",sentence
mortensen2021,"“Oo, pian kuman selipa tipan iSapi’ iBuayeh ineh,” kedawa’ pung lek.","“So, why doesn’t Crocodile just eat the side of Cow’s thigh?” said Mouse-deer.",sentence
mortensen2021,"“Kai, iko emé’ ninger bisara’ didueh ineh, mutut bisara’ didueh ineh,” kedawa’ pung ni Tuk Pelanuk.","“Go, you go hear their case, judge those two’s case,” the animals said to Mouse-deer.",sentence
mortensen2021,"“Oo, senang ineh,” ki Tuk Pelanuk nedeh. Uten iTuk Pelanuk peh lek sigup nidih em, riekriek meh lek dawa’ iTemecur, dawa’ iKelio, dawa’ iPayo deh neh. Gang-gang lek iTuk Pelanuk emé’ matun ni Buayeh didueh iSapi’.","“Oh, I’m happy to,” Mouse-deer said to them. He smoked his cigarette, and Rhinoceros, Ox, and Deer all coughed. Mouse-deer hurried toward Crocodile and Cow.",sentence
mortensen2021,"“Oo, iko men inih, eca’ Buayeh men. Kudan muh iSapi’ inih?” ki Tuk Pelanuk ni Buayeh.","“Oh, it’s you, brother Crocodile. What are you doing to Cow?” said Mouse-deer to Crocodile.",sentence
mortensen2021,"Awang-awang lek niat iBuayeh ninger ni Tuk Pelanuk nawar neneh eca’ dih. “Oo, eca’ Pelanuk, uih inih melau. Sikel kuman selipa tipan iSapi’ inih, iemo’ ieh na sikel meré. Na patut buri’ neh. Ieh sikel bisara’ atun,” ki Buayeh.","Crocodile was overjoyed to hear Mouse-deer call him “brother.” “Oh, brother Mouse-deer, I’m hungry. I want to eat one side of Cow’s thigh, but he’s not willing to give it to me. He says it’s not fair. He wants to hold a hearing first,” said Crocodile.",sentence
mortensen2021,"“Enun teh inan bisara’ eca’ Buayeh? Em iko peh eca’, melau peh nai em, ngudeh kuman selipa alang-alang, kudeh, na mabud muh dueh-dueh pekop tipan iSapi’? Na peh petap,","“What case is there to try, brother Crocodile? You, brother, if you’re hungry, why eat only one side? What, can’t you finish the whole of Cow’s thigh? If that’s not enough, eat Cow’s",sentence
mortensen2021,"kinan nai peh iSapi’ teburur-teburur dih ieh,” keneh.","whole body,” he said.",sentence
mortensen2021,"Peh ieh, meria’ neh lek dawa’ pung beken ku iTuk Pelanuk ngecuk ni Buayeh kuman ni Sapi’.*","At that, the other animals broke out into an uproar because Mouse-deer had told Crocodile to eat Cow.",sentence
mortensen2021,"“Bura’ keh becé muh, Pelanuk?” ki Sapi’. “Idi uih do’-do’ nenulong ni Buayeh peh em, idi iko ngecuk ni Buayeh kuman pekop tipan kuh, kuman negkuh?” ki Sapi’ lek. Gegkergegker lek ieh ineh, metot kenen iBuayeh.","“How could you possibly be so stupid, Mousedeer?” said Cow. “I kindly helped Crocodile, and you tell Crocodile to eat my thigh, to eat me?” said Cow. He trembled, afraid Crocodile would eat him.",sentence
mortensen2021,"“Kudeng inih,” ki Sapi’. “Emé’ uih, sikel ngirup ebpa’, sier kegkuh em, luti-luti iBuayeh ineh nan bada dai’ ineh. Sék-sék dawar neh mutuh tulong. Idi uih nengun batang dih ret iketed neh. Pengeh dih, idi uih nengun ni Buayeh iné’ bang ebpa’. Bah, kudeng apeh iko","“Like this,” said Cow. “I came along, wanting to drink water, and as I looked, there was Crocodile lying prostrate on the sand over there. He was calling out in pain, asking for help. So I lifted that log off his back with my head. After that, I carried Crocodile into the river.",sentence
mortensen2021,"mala ni Buayeh miek kuman tipan kuh, miek kuman negkuh?” ki Sapi’.","Come on, how can you tell Crocodile that he can eat my thigh, can eat me?” said Cow.",sentence
mortensen2021,"Neriruh peh lek Tuk Pelanuk rayeh-rayeh itengeb dih. “Hahaha, kian, iko luk buki’-buki’ batek inih peh nengiding ni eca’ Buayeh inih em, na keli’ kuh dulun beken, uih peh em, na tu-tu uih menu, mecing maté’ peh em, na teh uih menu,” ki Tuk Pelanuk lek.","Mouse-deer laughed loudly on the riverbank. “Ha, ha, ha, no way! You, with your flabby, bulging stomach, lifted brother Crocodile? I don’t know about everyone else, but as for me, I certainly do not believe it. Even when I die, I still will not believe it,” said Mouse-deer.",sentence
mortensen2021,"“Mebalih iko inih,” keneh. “Kudeng inih peh iko inih Sapi’, ara’-ara’ peh em, mesusa’ teh iko ruen ieca’ Buayeh. Menu muyuh ni Sapi’ inih nengun ni eca’ Buayeh inih lun teluh?” ki Tuk Pelanuk. Perigai’ lek pung-pung beken ungeng.","“You are lying,” he said. “You’re doing this, Cow, refusing, unwilling to let Crocodile eat you. Do you believe that Cow carried Crocodile, all of you?” said Mouse-deer. The other animals fell silent one by one.",sentence
mortensen2021,"“Peh ieh, na lun perigai’ ungeng. Ngelegkan ni Sapi’, eca’ Buayeh. Napeh iko kuman pekop tipan neh. Uih sikel nier, ku metu bala iSapi’ ineh,” ki Tuk Pelanuk ni Buayeh.","“Well, then, don’t all be silent. Release Cow, brother Crocodile. Later you can eat his entire thigh. I want to see whether Cow’s words are true,” said Mouse-deer to Crocodile.",sentence
mortensen2021,"Mawang neh lek niat iBuayeh ninger bala iTuk Pelanuk ineh ni Sapi’ ineh. Peh ieh, ligkan iBuayeh neh lek iSapi’ ineh. Enun, siren peh lek urat tipan iSapi’ ineh em, telika tinapek ku tebpa’ liled teh lek ineh, bagas kitep iBu-","Crocodile was delighted to hear Mouse-deer’s words to Cow. And so, then, Crocodile released Cow. The wound in Cow’s thigh looked as though a liled thorn had been driven into it where Crocodile had bitten him.",sentence
mortensen2021,"“Kudeng inih ieh, eca’ Buayeh. Buri’ iSapi’ ina peh em, inau’ neh ngun iko, kan?” ki Tuk Pelanuk.","“How about this, brother Crocodile. Cow said just now that he carried you, right?” said Mousedeer.",sentence
mortensen2021,"“Éé! Metu,” ki Buayeh.",“Yes! True!” said Crocodile.,sentence
mortensen2021,"“Neh, Sapi’, kudeng apeh un muh ni eca’ Buayeh ina?” ki Tuk Pelanuk ni Sapi’.","“Okay, Cow, how did you carry brother Crocodile just now?” said Mouse-deer to Cow.",sentence
mortensen2021,"“Inau’ kuh ngun nan rier kuh men,” ki Sapi’ lek.","“I carried him on my neck,” said Cow.",sentence
mortensen2021,"“Bah, rua’ ngun ieca’ Buayeh siren tau emung em,” ki Tuk Pelanuk lek.*","“Go on, carry brother Crocodile for us all to see,” said Mouse-deer.",sentence
mortensen2021,“Mana’ mekun kuh ni Buayeh inih peh. Na keli’ muh tipan kinih ba ét kitep iBuayeh inih?” ki Sapi’ lek.,“I can’t carry Crocodile now. Don’t you know my thigh hurts so badly from being bitten by Crocodile?” said Cow.,sentence
mortensen2021,"“Bah, iko nemala ina, iko nenulong ni eca’ Buayeh. Tau sikel keli’ ku metu keh bala muh atau na,” ki Tuk Pelanuk. Ria’-ria’ meh lek dawa’ pung luk nepemung nan patar liang dai’ puneng Padian ineh.","“Come on, you said just now that you helped brother Crocodile. We want to know whether your words are actually true or not,” said Mousedeer. A commotion broke out among the animals gathered on the plain at the Brunei headwaters.",sentence
mortensen2021,"Peh ieh, neremasang peh lek iSapi’, inun neh peh lek iBuayeh kudeng un neh neneh ina dih em, tub nan bada dai’. Rimud-rimud biring, rimud kabing meh lek iBuayeh ineh.","And so, full of resentment, Cow carried Crocodile with his head as he had carried him before and put him on the sand there. Crocodile broke a crooked, lopsided smile.",sentence
mortensen2021,“Iapeh batang rayeh luk inau’ muh ngiding ret iketed iBuayeh dih?” ki Tuk Pelanuk ni Sapi’.,“Where is that large log that you lifted off Crocodile’s back?” said Mouse-deer to Cow.,sentence
mortensen2021,"“Oo, dai’ ineh,” ki Sapi’ nicul eceh batang rayeh.","“Oh, it’s right there,” said Cow, pointing to a large log.",sentence
mortensen2021,"“Edui-edui, Sapi’,” ki Tuk Pelanuk. “Na teh uih inih nepernah mala nelun mebalih ret mon-mon Sapi’ em, eleg muh mala, iko nengiding batang luk kirayeh neh ret ku keted","“Oh, dear me, Cow,” said Mouse-deer. “I have never, ever called anyone a liar before, Cow, don’t say that you lifted a log of that size from brother Crocodile’s back,” said Mouse-deer,",sentence
mortensen2021,"ieca’ Buayeh inih,” ki Pelanuk namid-namid keted iBuayeh. Siren peh lek kedih em, na meto-meto meh lek rimud kabing, rimud biring iBuayeh ineh.","kicking Crocodile’s back. Crocodile’s unceasing, crooked, lopsided smile widened.",sentence
mortensen2021,"“Naluk iko ineh, Sapi’. Mebalih iko ineh,” ki Tuk Pelanuk. Mereh tangi’ meh lek iSapi’ ineh ku erur neh nengun ni Buayeh dih.","“You are lying to us, Cow. You are a liar,” said Mouse-deer. Cow almost cried from his exhaustion from carrying Crocodile.",sentence
mortensen2021,"“Sapi’ dé’, metu peh iko nengiding batang ineh em, kidinga’ ieh em, idi iko ngerereng neneh nan keted ieca’ Buayeh em,” ki Tuk Pelanuk ngecuk ni Sapi’.","“Cow, if it’s true that you lifted that log, pick it up, and put it on brother Crocodile’s back,” Mouse-deer ordered Cow.",sentence
mortensen2021,Siren peh lek kiung iSapi’ kerideng-kerideng teh lek ineh.,Cow’s eyes were now tightly closed.,sentence
mortensen2021,"“Oo, Pelanuk, na kai setuju iko ngenau’ ni Sapi’ kudeng ineh,” kedawa’ Temecur, kedawa’ Kelio, kedawa’ Payo, kedawa’ Baka, kedawa’ Kerubau.","“Oh, Mouse-deer, we don’t agree with your doing that to Cow,” said the Rhinoceros, the Oxen, the Deer, the Wild Boar, and the Buffalo.",sentence
mortensen2021,"“Ineh men. Na’ ba ét tipan kinih kitep iBuayeh ineh,” ki Sapi’.","“That’s just it. And my thigh hurts so much from being bitten by Crocodile,” said Cow.",sentence
mortensen2021,"“Bah, na peh muyuh pung beken setuju, na peh iko setuju Sapi’, ilung neh iko mebalih, atau iko sikel ngigu’ ni eca’ Buayeh. Oo, na miek kudeng ineh. Jadi’, kudeng iko mebalih, miek ieca’ Buayeh kuman tipan muh. Beken mo’ selipa tipan muh, iemo’ pekop tipan muh idi kuman emung burur muh,” ki Tuk Pelanuk.","“Well, then, if all you animals don’t agree, and if you don’t agree, Cow, it means that you’re a liar, or you want to embarrass brother Crocodile. Oh, that cannot be allowed. So, if you’re lying, brother Crocodile can eat your thigh. Not only one side of your thigh, but both sides of your thigh, and eat your entire body,” said Mousedeer.",sentence
mortensen2021,"Enun, pirud-pirud meh lek dawa’ pung ineh. Ba tu neh rimud iBuayeh ku awang niat neh ninger bala iTuk Pelanuk.",The animals fell silent. Crocodile smiled gleefully at hearing Mouse-deer’s words.,sentence
mortensen2021,"“Kapeh ieh Sapi’, iko inih mala luk metu keh, atau naluk ngecekuh ara’ meré tipan muh selipa kenen ieca’ Buayeh?” keburi’ iTuk Pelanuk.","“How will it be, Cow? Are you telling the truth, or are you lying because you don’t want to let brother Crocodile eat your thigh?” said Mouse-deer.",sentence
mortensen2021,"Neremasang peh lek iSapi’ kedih em, nesugar, nebuter, netemueh peh ieh em, inun neh peh lek batang dih em, gieng-gieng meh lek patar liang puneng Padian ineh. Pipet neh peh lek batang rayeh dih nan keted iBuayeh peh em, enun teh, arod-arod lek iBuayeh ku ét keted neh. Lebput-lebput lek arod neh. Sen peh lek","Cow, full of resentment, shook his body, flexed his muscles, and stiffened himself, and when he carried that log, the river plain at the Brunei headwaters shook. He threw the large log onto Crocodile’s back, and Crocodile screamed in pain. His cries echoed. Crocodile’s pupils almost jumped and stiffened from the weight of",sentence
mortensen2021,"kedih em, lé-lé uput lek ilung mateh iBuayeh temueh nan barat batang dih. Nginiat peh lek ieh em, kemu’-kemu’ meh niat neh peh.","the log. As he breathed, his breaths were short and shallow.",sentence
mortensen2021,"“Edui na’, maté lé’! Edui na’ maté lé’!” ki Buayeh lek.","“Oh, I’m surely dead! Oh, I’m surely dead!” said Crocodile.",sentence
mortensen2021,"Siren peh tipan iSapi’ ineh em, enun, darurdarur lek dara’ remuat retnan urat luk kitep iBuayeh dih, ku ieh netemueh, nebutar nengiding batang rayeh dih.","As for Cow’s thigh, it was flowing with blood coming out from the wound where Crocodile bit him, because he had stiffened and flexed his muscles to lift that large log.",sentence
mortensen2021,"Sium meh lek iTuk Pelanuk ni Sapi’. “Bulé’ diko dih Sapi’,” keneh nengapel ni Sapi’. “Oo emung pung luk nepemung nan patar liang puneng Padian inih,* inih putut bisara’ iBuayeh didueh iSapi’ dih peh,” ki Tuk Pelanuk.** *Example (2b) in §5.1.","Mouse-deer kissed Cow. “Oh, you poor Cow,” he said, embracing Cow. “Oh, all animals who have gathered on this river plain at the Brunei headwaters, this is my judgment in the case of Crocodile and Cow,” said Mouse-deer.",sentence
mortensen2021,"“Iko, Sapi’, emé’ ngirup ebpa’. Iko, Busir Kiung, luku neh nai liang batang rayeh ineh pad sukol nai. Sikel peh nai rudap, rudap neh nai tebeco kedangan dih. Sikel peh nai nangi’, nangi’ neh nai. Iemo’ eleg nai ba rayeh tangi’ ko’, merugag kai kuma’ inih,” ki Tuk Pelanuk lek.*","“You, Cow, go drink water. You, Abscessed Face, lie there beneath that log as much as you want. If you want to sleep, then sleep all day and night. If you want to cry, then cry. But don’t cry so loudly, please; the rest of us will be annoyed.”",sentence
mortensen2021,"Pengeh peh lek iSapi’ nemala terima’ kasih ni Tuk Pelanuk peh kedih em, emé’ neh lek ieh ngirup ebpa’. Na teh ieh kio’-kio’ ku kitep iBuayeh dih.","After Cow thanked Mouse-deer, he went to drink water. He limped from having been bitten by Crocodile.",sentence
mortensen2021,"“Ninger muyuh wa’ pung,” ki Tuk Pelanuk teh. “Patad peh tau ret ienih, na tau dat adat. Na tau dat akal kudeng iBusir Kiung ineh. Pun dih peh em, nenguit negkuh pekeca’ ieh. Nenguit negkuh pedinganak. Iuk-iuk peh em, musam neh ieh. Sikel neh ieh kuman negkuh. Do’ luk kudeng inih? Inih peh em, tinulong iSapi’ ieh, tawan iSapi’, edui, sikel kuman selipa tipan iSapi’ neh ieh. Muned luk kudeng ineh keli’ muyuh?” ki Tuk Pelanuk lek.","“Hear ye, all animals,” said Mouse-deer. “Let us disperse from here; we are not so vile. We are not foolish like that Abscessed Face. First, he took me as a friend. He took me as a brother. But after a while, he got bored. He tried to eat me. Is this good? As for this, Cow helped him, poor Cow, and, oh, dear, he tried to eat a side of Cow’s thigh. Is that right, do you think?” said Mouse-deer.",sentence
mortensen2021,Papag-papag lek dawa’ pung ineh ticu’ deh ku mawang niat peh.,All the animals clapped their hands in happiness.,sentence
mortensen2021,"“Mepatad tau peh. Ret iedih peh sidih em, emé’ iedih neh ieh.* Saga’ ni Busir Kiung maté liang batang ineh,” keneh.","“Let us part ways now. Let each return whence he came. Leave Abscessed Face to die beneath that log,” he said.",sentence
mortensen2021,"Neruked peh lek sebulan, Nepupu peh lek seliakan,","A month passed by after that day— Another month, a third, gave way",sentence
mortensen2021,"Seliakan peh pinupu, Selak peh pikatu, ret pengeh bisara’ iBuayeh didueh iSapi’ dih naté neh iBusir Kiung liang batang dih. Do’ neh lek ulun dawa’ pung. Do’ neh lek tudo iBecuk bang puneng Padian ineh.","To a year, which soon was gone, And the years marched on and on from the conclusion of the trial of Crocodile and Cow, and Abscessed Face died beneath the log. So the animals lived in peace, and Monkey dwelt happily at the Brunei headwaters.",sentence
